_id,name,address,category,noiseLevel,groupFriendly,hours,description,status,pos,createdBy,createdAt
676,Eabox,067 Lindbergh Junction,Student Center,Quiet,Group Friendly,24 hour,Organizational cubes for easy packing and travel.,,112.590061,676,1/25/2026
677,Aimbu,5 Sachs Parkway,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,"Classic marinara sauce for pasta, pizza, or dipping.",,23.0257921,677,2/18/2026
678,Mudo,10322 Pawling Trail,Library,Moderate,Not Group Friendly,11:00am - 5:00pm,Refreshing coconut water packed with electrolytes for hydration.,,113.207187,678,4/4/2025
679,Gabvine,4310 Transport Center,Library,Moderate,Group Friendly,24 hour,"Traditional Korean fermented vegetables, packed with flavor.",,16.3936719,679,5/2/2025
680,Oyonder,80 Brickson Park Avenue,Student Center,Loud,Group Friendly,11:00am - 5:00pm,Large inflatable pool for summer fun in your backyard.,,-70.2497616,680,11/15/2025
681,Skalith,7 Sunbrook Junction,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Adjustable dog collar with personalized tags.,,10.7652478,681,9/23/2025
682,Centimia,73589 Kings Circle,Residence,Moderate,Group Friendly,24 hour,Educational tablet designed for preschool-age children.,,10.72746,682,1/14/2026
683,Voolia,0856 Melby Court,Academic,Moderate,Not Group Friendly,24 hour,"Dairy-free ice cream made with coconut milk, creamy and delicious.",,112.199427,683,7/20/2025
684,Skinder,966 Roxbury Street,Academic,Moderate,Not Group Friendly,11:00am - 5:00pm,A comforting soup filled with chicken and noodles in broth.,,123.4808607,684,6/5/2025
685,Cogidoo,40859 Basil Drive,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,"Fresh pomegranate juice, rich in antioxidants.",,111.189296,685,9/9/2025
686,Leenti,9838 Reinke Drive,Cafe,Loud,Not Group Friendly,24 hour,Lightweight tennis racket for beginners and advanced players.,,121.4023587,686,10/22/2025
687,Lazzy,2417 Sutherland Circle,Library,Loud,Group Friendly,11:00am - 5:00pm,"Hearty beef chili, ready to heat and eat.",,111.9790773,687,7/20/2025
688,Feedmix,7673 Sunfield Alley,Student Center,Loud,Not Group Friendly,24 hour,A classic denim jacket that never goes out of style.,,-78.1546617,688,1/23/2026
689,Twitterwire,3 Karstens Terrace,Academic,Quiet,Group Friendly,24 hour,Storage solutions for keeping your car tidy and organized.,,-49.3356859,689,10/18/2025
690,Photobean,3 Carioca Avenue,Academic,Moderate,Not Group Friendly,24 hour,Eco-friendly generator for outdoor adventures.,,111.6394,690,5/20/2025
691,Myworks,04270 Morningstar Lane,Residence,Moderate,Group Friendly,24 hour,Stylish and modern holder for storing wine bottles on walls.,,109.103413,691,2/21/2026
692,Meevee,6772 Messerschmidt Hill,Student Center,Loud,Group Friendly,24 hour,Stackable measuring cups made from stainless steel.,,132.991547,692,2/10/2026
693,Jetpulse,785 Lakeland Junction,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,High-intensity flashlight with adjustable focus and brightness.,,121.653543,693,12/29/2025
694,Ainyx,257 Badeau Court,Library,Quiet,Not Group Friendly,8:00am - 6:00pm,Refreshing sparkling water with lemon and lime flavor,,103.1358,694,11/7/2025
695,Meevee,51604 Eastlawn Terrace,Library,Quiet,Group Friendly,8:00am - 6:00pm,Fun tourist magnets from around the world for your fridge.,,122.5971,695,4/16/2025
696,Yotz,0638 Packers Court,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Compact air fryer for healthier cooking.,,32.4202638,696,3/30/2025
697,Shufflebeat,20673 Forest Dale Parkway,Library,Loud,Not Group Friendly,24 hour,Easy-to-use tiebacks for curtains or drapes.,,121.0036417,697,12/28/2025
698,Oyondu,71 Pankratz Trail,Residence,Quiet,Group Friendly,24 hour,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,,-81.4471254,698,3/9/2026
699,Skynoodle,3371 Lakewood Junction,Residence,Quiet,Group Friendly,8:00am - 6:00pm,A flavorful blend of rice with tropical pineapple and coconut flavors.,,20.7453177,699,4/16/2025
700,Flashset,81057 Glendale Hill,Library,Moderate,Group Friendly,11:00am - 5:00pm,Easy-to-read digital kitchen timer with alarms.,,108.2427764,700,12/7/2025
701,Fivechat,22627 Kropf Junction,Library,Loud,Group Friendly,11:00am - 5:00pm,Planter with self-watering feature for easy plant care.,,121.0380826,701,1/17/2026
702,Topicstorm,5 Delladonna Road,Library,Moderate,Group Friendly,8:00am - 6:00pm,Leak-proof cooler bag ideal for picnics and camping.,,45.35898,702,9/3/2025
703,Tekfly,6 Rutledge Hill,Residence,Loud,Group Friendly,8:00am - 6:00pm,"Delicious and hearty black beans, great for soups or salads.",,110.5930548,703,1/17/2026
704,Voonte,720 Annamark Street,Library,Loud,Group Friendly,24 hour,A blend of mixed nuts for snacking.,,41.734917,704,2/11/2026
705,Tagopia,60616 Melody Lane,Library,Loud,Not Group Friendly,24 hour,Reusable whiteboard for notes and reminders with magnetic backing.,,-104.1175578,705,7/19/2025
706,Topiczoom,30028 7th Way,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,Refreshing coconut water packed with electrolytes for hydration.,,52.1354762,706,4/7/2025
707,Riffpath,790 Ruskin Terrace,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,"Nutritious chia seed pudding in vanilla flavor, ready to eat.",,-64.9307007,707,4/5/2025
708,Bluezoom,2 Derek Point,Library,Loud,Group Friendly,11:00am - 5:00pm,Plant-based sausage links with spices and herbs.,,119.160586,708,10/18/2025
709,Gabvine,84877 Vermont Crossing,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Complete kit for growing herbs indoors.,,106.3198908,709,7/21/2025
710,Kanoodle,04342 Nelson Alley,Academic,Moderate,Not Group Friendly,24 hour,Portable case to organize and protect jewelry on trips.,,5.5053129,710,2/6/2026
711,Snaptags,48 Saint Paul Hill,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,Classic V-neck sweater crafted from soft wool for warmth and style.,,14.2604647,711,12/12/2025
712,Demivee,0485 Mayer Crossing,Academic,Quiet,Group Friendly,24 hour,All-natural skincare set for daily use.,,110.615261,712,12/5/2025
713,Oodoo,5447 Pawling Circle,Academic,Quiet,Group Friendly,8:00am - 6:00pm,Wheeled cooler for transporting drinks and snacks.,,-8.296808,713,10/8/2025
714,Buzzster,142 Jenna Park,Library,Quiet,Not Group Friendly,8:00am - 6:00pm,Cozy oversized sweater perfect for chilly days with a textured knit design.,,112.243026,714,3/4/2026
715,Plajo,39284 Lunder Way,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,Nutty granola bars for healthy snacking.,,38.0110797,715,3/10/2026
716,Eayo,0500 1st Lane,Student Center,Loud,Not Group Friendly,24 hour,"Crispy baked falafel balls, perfect for salads",,4.6192695,716,1/17/2026
717,Shuffledrive,2228 Gateway Street,Residence,Moderate,Group Friendly,11:00am - 5:00pm,7-in-1 multi-cooker for versatile cooking.,,-76.6506567,717,4/15/2025
718,Roombo,351 Hauk Avenue,Library,Loud,Group Friendly,8:00am - 6:00pm,A rich coconut curry sauce perfect for simmering vegetables or meats.,,117.197212,718,2/14/2026
719,Jetpulse,58 Rusk Circle,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Just add water for a hearty cheese and broccoli soup in minutes.,,-114.0371938,719,12/27/2025
720,Livetube,4080 Susan Drive,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Frozen smoothie blend with berries for a quick and healthy breakfast.,,-52.8955875,720,1/12/2026
721,Feedfish,7075 Coleman Avenue,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,Cozy throw blanket perfect for adding warmth to your home.,,101.0315823,721,9/17/2025
722,Yodel,13 Waubesa Pass,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,"Crunchy and nutritious almonds, perfect for snacking.",,121.450653,722,7/15/2025
723,Twinder,1 Heffernan Junction,Academic,Quiet,Group Friendly,11:00am - 5:00pm,Set of elegant wine glasses for special occasions.,,-3.2602564,723,3/11/2026
724,Brightdog,67862 Mallory Pass,Residence,Loud,Group Friendly,24 hour,A warm knitted scarf to keep you cozy in winter.,,4.7270746,724,7/23/2025
725,Meevee,7390 Hollow Ridge Way,Library,Quiet,Group Friendly,8:00am - 6:00pm,Small fridge designed to keep skincare products cool and fresh.,,37.578484,725,3/14/2026
726,Kimia,533 Schmedeman Trail,Academic,Loud,Not Group Friendly,8:00am - 6:00pm,Eco-friendly phone case designed to decompose safely.,,101.207047,726,1/3/2026
727,Oyondu,9 Melvin Pass,Library,Loud,Group Friendly,8:00am - 6:00pm,Adjustable tripod for smartphones and cameras.,,112.197899,727,1/7/2026
728,Gabcube,39389 Mayfield Circle,Library,Loud,Group Friendly,8:00am - 6:00pm,Classic marshmallow treats made with crispy rice.,,100.5201019,728,11/25/2025
729,Skimia,03 Anhalt Trail,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,Tender ribs smothered in a honey barbecue sauce.,,-95.8803869,729,7/6/2025
730,Jaxbean,9351 Mosinee Parkway,Library,Moderate,Group Friendly,8:00am - 6:00pm,Crunchy crackers topped with real cheddar cheese flavor.,,9.5617847,730,9/30/2025
731,Photobug,89259 Ridge Oak Crossing,Cafe,Moderate,Group Friendly,24 hour,Comfortable eye mask that includes noise-canceling ear plugs.,,136.8367649,731,7/7/2025
732,Tagchat,6 Carey Terrace,Residence,Moderate,Not Group Friendly,11:00am - 5:00pm,Wi-Fi enabled thermostat for energy-saving temperature control.,,6.0925959,732,12/3/2025
733,Yacero,8 Riverside Trail,Academic,Loud,Group Friendly,24 hour,Moisturizing body wash with natural ingredients.,,153.8190084,733,2/8/2026
734,Centizu,5 Eagan Place,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Colorful bins to keep your space organized.,,41.1199008,734,6/2/2025
735,Dynabox,41905 Clove Pass,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Crunchy granola with pumpkin spice flavor.,,117.251586,735,11/8/2025
736,Skilith,23950 Hauk Center,Cafe,Moderate,Not Group Friendly,24 hour,"Soothing tea with honey and ginger, great for relaxation.",,100.721884,736,11/13/2025
737,Quatz,8449 Kinsman Terrace,Residence,Moderate,Group Friendly,24 hour,Educational tablet designed for preschool-age children.,,-8.2439651,737,10/15/2025
738,Brainverse,8 Miller Avenue,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,"Concentrated tomato paste, great for sauces.",,112.4440473,738,10/11/2025
739,Babbleset,3 Northport Park,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Essential attachments for pressure washing.,,125.2052299,739,10/6/2025
740,Mita,6 Bay Park,Academic,Loud,Group Friendly,8:00am - 6:00pm,"Chickpeas served with olives, feta, and hummus, a healthy meal.",,118.6498144,740,9/19/2025
741,Plajo,667 School Lane,Academic,Loud,Not Group Friendly,24 hour,Corn on the cob seasoned with chili and lime for a spicy kick.,,-72.5387781,741,8/7/2025
742,Yotz,1095 Novick Court,Library,Quiet,Group Friendly,24 hour,"A comfortable crew neck sweater, great for all seasons.",,90.4147954,742,12/20/2025
743,Snaptags,2 Rockefeller Circle,Library,Loud,Group Friendly,8:00am - 6:00pm,Hearty minestrone soup loaded with vegetables and pasta.,,98.385029,743,1/15/2026
744,Meezzy,90228 Lakewood Junction,Student Center,Quiet,Group Friendly,24 hour,Complete set to brew coffee with different methods.,,13.3834052,744,6/10/2025
745,Leenti,0670 Johnson Alley,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,Complete karaoke system with microphones and speakers.,,115.147814,745,3/11/2026
746,Photobug,2 Helena Terrace,Academic,Moderate,Group Friendly,24 hour,Chocolate coconut protein bars inspired by the classic candy bar.,,76.9262526,746,4/6/2025
747,Snaptags,84 Cherokee Trail,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,Compact and portable projector for watching videos anywhere.,,3.3955927,747,7/4/2025
748,Thoughtstorm,119 Heath Place,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,Smooth and creamy smoothie made with peanut butter and banana.,,29.2335299,748,9/23/2025
749,Eire,7 Harbort Trail,Student Center,Quiet,Group Friendly,8:00am - 6:00pm,Adds extra comfort to your mattress for a better night's sleep.,,9.1690428,749,10/30/2025
750,Gevee,38441 Oxford Junction,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,Stylish markers for labeling your indoor garden plants.,,111.4526032,750,5/29/2025
751,Devpoint,7031 Oxford Lane,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Eco-friendly soy candles with a variety of scents.,,120.960159,751,4/7/2025
752,Topicshots,53 Towne Junction,Student Center,Quiet,Not Group Friendly,24 hour,Unique handcrafted utensils for cooking and serving.,,123.6148,752,11/3/2025
753,Ainyx,4 School Park,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Set of two yoga blocks for increased stability and support.,,-4.0388918,753,3/16/2026
754,LiveZ,09 Towne Plaza,Academic,Quiet,Group Friendly,11:00am - 5:00pm,Breathable mesh sports leggings for ultimate comfort.,,99.9608287,754,10/1/2025
755,Tagfeed,7 Vahlen Pass,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Versatile puff pastry for pies and pastries.,,120.547358,755,11/25/2025
756,Skivee,302 Mandrake Alley,Student Center,Moderate,Group Friendly,24 hour,Made from biodegradable materials for eco-conscious yogis.,,31.9292855,756,5/12/2025
757,Babbleset,078 Rockefeller Hill,Student Center,Loud,Group Friendly,8:00am - 6:00pm,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",,116.00509,757,7/31/2025
758,Camido,25 Sugar Avenue,Academic,Moderate,Group Friendly,24 hour,Comfortable and reusable face masks in different styles.,,-86.5728785,758,11/6/2025
759,Skajo,92673 Dawn Center,Cafe,Loud,Group Friendly,8:00am - 6:00pm,A blend of peach and mango for a tropical smoothie.,,-41.6809724,759,11/8/2025
760,Jaxspan,9 Loftsgordon Court,Academic,Loud,Not Group Friendly,8:00am - 6:00pm,Crispy chickpeas roasted with honey for a sweet and satisfying snack.,,-94.4452233,760,12/2/2025
761,Wikizz,84 Ridgeway Court,Cafe,Loud,Group Friendly,11:00am - 5:00pm,Unsweetened coconut flakes for baking and snacking.,,-73.626268,761,9/21/2025
762,Roombo,990 Rieder Circle,Residence,Moderate,Group Friendly,8:00am - 6:00pm,Quick and easy side dish with buttery flavor.,,106.4563567,762,3/25/2025
763,Buzzster,4148 Mifflin Center,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,"Wide range of flavored wings, perfect for parties or casual snacking.",,46.9376519,763,3/31/2025
764,Zoombeat,077 Golf View Junction,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,"Mix for homemade cornbread, just add water and bake for a delicious side.",,35.03913,764,7/22/2025
765,Voomm,33938 Northridge Hill,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,Rich cocoa powder for baking and chocolate recipes.,,108.504872,765,4/17/2025
766,Agivu,10003 Fallview Hill,Student Center,Loud,Group Friendly,8:00am - 6:00pm,1080p wireless security camera with night vision.,,-98.882461,766,7/8/2025
767,Skibox,9110 Bartelt Road,Residence,Moderate,Group Friendly,24 hour,Delicious dark chocolate with creamy nut butter inside.,,112.8135304,767,3/8/2026
768,Realblab,45924 Dorton Avenue,Academic,Moderate,Not Group Friendly,11:00am - 5:00pm,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",,107.1816257,768,11/29/2025
769,Youbridge,51 Pepper Wood Hill,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,"Ready-to-eat avocado slices, perfect for tacos.",,107.8346924,769,11/4/2025
770,Omba,5834 Cambridge Terrace,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Color-changing LED lights for home decoration with remote.,,117.314323,770,1/21/2026
771,Fanoodle,540 Village Green Alley,Student Center,Loud,Group Friendly,8:00am - 6:00pm,Passive noise reduction headphones for focus.,,-8.3687908,771,8/21/2025
772,Skyndu,8 Jenifer Court,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,Mini refrigerator ideal for small spaces.,,48.2219395,772,9/15/2025
773,Realcube,893 Laurel Street,Cafe,Loud,Group Friendly,8:00am - 6:00pm,"Light and crispy rice cakes, a perfect low-calorie snack.",,111.0479956,773,7/5/2025
774,Youfeed,7 Pierstorff Terrace,Cafe,Moderate,Not Group Friendly,24 hour,Fiery hot sauce made with fresh habaneros and spices.,,121.87093,774,2/12/2026
775,Yakidoo,28 Havey Court,Library,Moderate,Not Group Friendly,11:00am - 5:00pm,Savory teriyaki sauce for stir-frying veggies or meats.,,-70.297951,775,11/8/2025
776,Pixope,306 Fieldstone Plaza,Student Center,Quiet,Not Group Friendly,24 hour,"A zesty marinade made with lemon juice and garlic, ideal for chicken or fish.",,23.6229395,776,8/12/2025
777,Omba,44 Hanson Place,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",,22.5489792,777,2/11/2026
778,Skynoodle,01 Dovetail Drive,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,Complete outdoor kit for camping and hiking.,,69.1963258,778,8/25/2025
779,Shuffledrive,99030 Lukken Crossing,Cafe,Quiet,Not Group Friendly,24 hour,Essential oil blends for a soothing atmosphere in your home.,,116.00509,779,5/21/2025
780,Blogtag,45 Rieder Alley,Academic,Moderate,Not Group Friendly,24 hour,Rich and buttery mashed potatoes with roasted garlic.,,73.4803095,780,11/15/2025
781,Gabspot,3 Lyons Circle,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,Cordless handheld vacuum for quick cleanups.,,111.0177251,781,3/4/2026
782,Photobean,7 Donald Way,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,Delicious homemade style blackberry jam.,,88.3831008,782,7/19/2025
783,Trudoo,7 Sloan Plaza,Cafe,Moderate,Group Friendly,24 hour,Effective roller for removing pet hair from furniture.,,69.53695,783,5/20/2025
784,Jamia,11429 Hanover Road,Cafe,Loud,Group Friendly,24 hour,Quick and easy way to remove wrinkles from clothes.,,-46.3660676,784,3/19/2026
785,Dabshots,7518 Service Center,Residence,Moderate,Not Group Friendly,11:00am - 5:00pm,A flavorful barbecue sauce with a sweet and spicy kick.,,87.5395855,785,9/22/2025
786,Gabspot,5 2nd Parkway,Academic,Moderate,Group Friendly,11:00am - 5:00pm,Plant-based mix for a rich chocolate cake.,,42.0328581,786,6/7/2025
787,Vinte,45 Kenwood Crossing,Student Center,Loud,Group Friendly,11:00am - 5:00pm,String lights for decorating holiday trees.,,28.8389611,787,1/31/2026
788,BlogXS,4548 Haas Alley,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Sweet and spicy salsa made with fresh peaches.,,118.698572,788,4/17/2025
789,Twitternation,628 Orin Plaza,Residence,Quiet,Group Friendly,24 hour,A feminine wrap top with a beautiful floral print.,,107.172085,789,7/15/2025
790,Oozz,20703 High Crossing Circle,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Adjustable laptop stand for better ergonomics.,,21.13909,790,4/16/2025
791,Jamia,5 Bashford Crossing,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,Compact air fryer for healthier cooking.,,32.7616732,791,5/9/2025
792,Mynte,56204 Reinke Park,Cafe,Loud,Group Friendly,24 hour,Savory popcorn flavored with maple syrup and bacon bits.,,-60.6991676,792,8/15/2025
793,Wikivu,575 Charing Cross Terrace,Residence,Loud,Group Friendly,8:00am - 6:00pm,"A spicy glaze made with sriracha and honey, perfect for meats.",,59.7112737,793,6/7/2025
794,Buzzster,4156 Pennsylvania Center,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,Waterproof picnic blanket for outdoor fun.,,2.511999,794,11/24/2025
795,Twitterworks,01787 Goodland Drive,Academic,Quiet,Group Friendly,24 hour,Protective gaiters to keep dirt and debris out of shoes during hikes.,,17.1632224,795,5/19/2025
796,Mydo,22 Sloan Street,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Stylish insulated lunch bag for on-the-go meals.,,21.7376178,796,10/26/2025
797,Edgeclub,5 Eastlawn Pass,Residence,Moderate,Group Friendly,24 hour,Versatile multi-tool with 15 different functions.,,116.525725,797,8/17/2025
798,Wikizz,9 Elmside Circle,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,"Wild-caught salmon filets, perfect for grilling or baking.",,24.2547455,798,5/9/2025
799,Brainbox,2105 Anzinger Park,Residence,Moderate,Not Group Friendly,11:00am - 5:00pm,Indoor putting green for practicing your putting skills.,,122.486657,799,6/27/2025
800,Wikibox,5895 Prentice Park,Student Center,Moderate,Group Friendly,8:00am - 6:00pm,Dairy-free cheese alternative for your favorite dishes.,,19.8982345,800,11/18/2025
801,Dabfeed,9216 Swallow Avenue,Student Center,Quiet,Group Friendly,24 hour,Marinated beef strips in teriyaki sauce for easy grilling.,,25.0288051,801,6/1/2025
802,Izio,55275 Prairie Rose Crossing,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,Insulated mug to keep drinks hot on the go.,,44.2287108,802,8/24/2025
803,Topicblab,7896 Mcbride Street,Cafe,Moderate,Group Friendly,24 hour,Wide pasta sheets for making lasagna.,,24.1989562,803,4/20/2025
804,Zooveo,6505 Service Trail,Student Center,Moderate,Group Friendly,24 hour,"Crunchy cacao nibs, great for adding to smoothies or baking.",,120.9888316,804,10/17/2025
805,Livepath,9230 Crescent Oaks Court,Residence,Loud,Group Friendly,11:00am - 5:00pm,Easily opens jar lids and bottle caps with one touch.,,-89.8468753,805,8/4/2025
806,Skippad,06812 Fordem Alley,Academic,Quiet,Not Group Friendly,24 hour,Battery-operated motion sensor light for safety.,,-8.3704583,806,4/12/2025
807,Divavu,3698 Eastlawn Center,Residence,Moderate,Group Friendly,24 hour,Hand-poured candles made of natural soy wax.,,18.0778717,807,7/25/2025
808,Meevee,23941 Doe Crossing Pass,Cafe,Moderate,Group Friendly,24 hour,Comfortable and rugged boots designed for hiking.,,119.318928,808,11/26/2025
809,Oyope,87494 Browning Lane,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,Portable case to organize and protect jewelry on trips.,,70.79064,809,1/16/2026
810,Linkbridge,2398 Goodland Drive,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,Ergonomic office chair with lumbar support and adjustable height.,,123.7487563,810,8/1/2025
811,Tanoodle,4 Carberry Park,Residence,Quiet,Group Friendly,24 hour,Notepad made from recycled paper for sustainable note-taking.,,103.455954,811,9/24/2025
812,Realbridge,3 Florence Pass,Library,Moderate,Not Group Friendly,24 hour,A flavorful lentil curry cooked with vegetables and spices.,,109.088095,812,7/25/2025
813,Yozio,4 Armistice Park,Library,Quiet,Not Group Friendly,24 hour,Sweet and crunchy roasted almonds.,,-64.1847851,813,9/26/2025
814,Devpulse,442 Gateway Junction,Residence,Quiet,Not Group Friendly,24 hour,Regulate water temperature for safe and comfortable showers.,,30.3896651,814,7/26/2025
815,Kazio,4263 Bayside Terrace,Cafe,Loud,Group Friendly,11:00am - 5:00pm,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",,-75.4111644,815,1/6/2026
816,Innojam,2 Westport Terrace,Residence,Moderate,Group Friendly,11:00am - 5:00pm,Make delightful blueberry muffins at home with this easy mix.,,109.482078,816,5/16/2025
817,Omba,3169 Transport Alley,Academic,Moderate,Group Friendly,8:00am - 6:00pm,"Tangy dressing perfect for salads and marinades, with sesame and ginger flavors.",,11.9661922,817,11/23/2025
818,Fivespan,4 Golf Course Plaza,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,"Organize travel documents, passport, and cards.",,-111.4052626,818,7/30/2025
819,Kaymbo,02477 Lunder Road,Academic,Quiet,Not Group Friendly,11:00am - 5:00pm,Rich and creamy milk perfect for baking or desserts.,,107.9195543,819,3/26/2025
820,Bubblemix,50 Bonner Point,Academic,Loud,Group Friendly,8:00am - 6:00pm,"Crispy sweet potato fries, perfectly seasoned and baked to perfection.",,46.1136773,820,8/15/2025
821,Zava,08028 Westport Park,Residence,Moderate,Group Friendly,8:00am - 6:00pm,Individually packaged bars made with dried fruits and nuts.,,80.638098,821,9/19/2025
822,Trilia,9447 Golden Leaf Plaza,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,"A zesty salsa made with peaches and mangos, great for chips.",,-8.4188235,822,2/23/2026
823,Topdrive,3 Weeping Birch Terrace,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Snooze function and LED display for easy reading.,,46.9861647,823,12/21/2025
824,Dynabox,53 Coolidge Hill,Library,Quiet,Group Friendly,11:00am - 5:00pm,Handheld frother for creating frothed milk for coffee.,,50.0969652,824,7/19/2025
825,Youopia,988 Lien Terrace,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,Cozy wool sweater to keep you warm on chilly days.,,102.199029,825,1/30/2026
826,Plajo,54 Scofield Street,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,Set of whisks in various sizes for cooking.,,106.2327247,826,12/11/2025
827,Flashspan,7189 Everett Point,Academic,Moderate,Group Friendly,8:00am - 6:00pm,Soft blanket that provides warmth with adjustable settings.,,18.0843085,827,10/4/2025
828,Zooxo,2924 Dunning Center,Student Center,Loud,Not Group Friendly,24 hour,"Spicy sauce made with chili peppers and garlic, great for stir-frying.",,9.6146499,828,12/5/2025
829,Rhycero,61 Lakewood Gardens Center,Library,Loud,Group Friendly,8:00am - 6:00pm,"Frozen berries blend perfect for smoothies, just add yogurt.",,100.22775,829,10/27/2025
830,Yata,9910 Spohn Alley,Academic,Quiet,Not Group Friendly,8:00am - 6:00pm,Hard-shell case for protecting sunglasses.,,111.984823,830,7/29/2025
831,Trilia,3 Eagan Pass,Library,Loud,Group Friendly,8:00am - 6:00pm,Adds extra comfort to your mattress for a better night's sleep.,,110.12549,831,1/13/2026
832,Jaxspan,3 Acker Drive,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,"Bell peppers stuffed with rice, beans, and spices, ready to bake.",,2.343224,832,11/17/2025
833,Gabvine,664 Carpenter Terrace,Student Center,Moderate,Group Friendly,24 hour,"Track steps, heart rate, and sleep patterns.",,15.6082286,833,10/25/2025
834,Fatz,197 Gateway Street,Academic,Moderate,Group Friendly,11:00am - 5:00pm,Spicy salsa made with black beans and tomatoes.,,2.3081396,834,6/30/2025
835,Edgeclub,65 Red Cloud Court,Academic,Moderate,Not Group Friendly,11:00am - 5:00pm,Breathable tank top perfect for workouts or casual wear.,,-28.0961737,835,8/29/2025
836,Gabspot,04 Beilfuss Center,Student Center,Loud,Not Group Friendly,24 hour,Wireless trackpad for enhanced laptop navigation.,,20.11774,836,2/21/2026
837,Topdrive,423 Butternut Avenue,Library,Moderate,Group Friendly,24 hour,Rich chocolate syrup for ice cream or beverages.,,-76.607349,837,4/16/2025
838,Gabtype,16 Chive Trail,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Convenient dispenser for dog waste bags on walks.,,102.214609,838,3/26/2025
839,Browsedrive,539 Helena Center,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,Classic chino shorts in a versatile color for summer adventures.,,76.46606,839,5/30/2025
840,Livetube,85939 Fulton Lane,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,"Refreshing dressing made with avocado and lime, perfect for salads.",,-35.3246769,840,2/20/2026
841,Jabberstorm,83 Knutson Alley,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,Flexible tray for easy-release ice cubes.,,58.4201892,841,3/7/2026
842,Vidoo,1618 Tennessee Plaza,Cafe,Quiet,Group Friendly,24 hour,Compact air compressor for inflating tires and sports equipment.,,-99.1303962,842,11/24/2025
843,Vidoo,6 Thierer Point,Residence,Moderate,Group Friendly,8:00am - 6:00pm,Durable tablet designed for kids with parental controls.,,43.4910283,843,6/23/2025
844,Livetube,0 Meadow Ridge Place,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,Inspiring cookbook with healthy recipes.,,22.0152079,844,6/27/2025
